Flow_Duration,Protocol,Src_IP,Dst_IP,Total_Fwd_Packets,Total_Backward_Packets,Label
18917,TCP,10.130.129.97,10.151.214.51,18,11,Normal
26609,UDP,172.24.24.7,192.168.120.66,25,13,Attack
24143,TCP,10.178.24.195,10.89.69.6,5,4,Normal
10917,TCP,181.239.17.124,193.73.204.16,12,13,Normal
13603,TCP,10.63.9.203,145.44.146.234,11,12,Normal
11918,TCP,67.215.238.219,10.66.23.120,11,11,Normal
8797,ICMP,172.19.175.101,172.28.230.1,3,3,Normal
25012,TCP,10.47.46.214,10.1.130.197,13,17,Normal
17194,TCP,172.30.85.228,10.214.239.87,10,15,Normal
19488,UDP,192.168.48.213,174.73.15.83,9,1,Normal
16395,TCP,10.168.143.195,10.129.143.51,18,6,Normal
11849,UDP,192.168.186.89,10.101.248.102,7,8,Normal
45049,TCP,192.168.123.244,10.73.207.101,8,9,Normal
18330,TCP,44.2.53.82,10.183.226.106,15,6,Normal
14388,UDP,192.168.6.60,172.26.46.82,7,5,Normal
23108,TCP,172.21.204.214,192.168.87.146,16,16,Normal
11664,TCP,192.168.204.194,192.168.2.228,6,10,Normal
20207,TCP,172.26.103.188,172.19.132.162,9,10,Normal
22848,UDP,172.17.171.22,109.101.163.73,13,6,Normal
27581,UDP,10.81.147.249,192.168.35.86,6,2,Normal
24221,TCP,154.166.231.158,172.31.0.159,16,8,Normal
18734,TCP,235.69.235.157,172.21.168.104,8,11,Normal
25414,ICMP,172.19.201.11,56.31.232.248,3,1,Normal
21812,TCP,146.60.212.101,10.59.247.101,24,46,Attack
13282,TCP,172.23.176.170,10.202.10.35,15,13,Normal
31912,TCP,192.168.4.133,115.217.120.26,10,6,Normal
42990,TCP,10.219.3.78,172.24.210.249,9,3,Normal
10905,UDP,172.17.159.116,10.39.243.241,6,4,Normal
18770,UDP,172.22.138.177,10.107.120.38,7,6,Normal
9355,UDP,172.16.54.179,172.26.150.37,8,4,Normal
8279,TCP,192.168.144.178,192.168.20.17,6,4,Normal
23576,TCP,192.168.29.218,10.244.64.43,12,10,Normal
10508,TCP,192.168.160.233,192.168.19.161,5,15,Normal
9892,TCP,192.168.142.9,172.31.93.137,16,5,Normal
30509,TCP,10.52.87.176,1.244.98.206,13,9,Normal
28286,TCP,10.231.4.223,192.168.88.250,13,10,Normal
31922,TCP,192.168.52.168,192.168.131.83,15,15,Normal
11605,TCP,192.168.152.164,172.26.250.32,13,12,Normal
18684,UDP,192.168.128.165,142.81.243.134,12,4,Normal
12137,TCP,172.17.242.237,10.241.61.121,7,12,Normal
10976,TCP,192.168.48.182,192.168.68.6,6,6,Normal
23035,UDP,52.94.177.58,192.168.205.216,12,1,Normal
17116,UDP,192.168.162.121,46.77.39.211,8,2,Normal
20116,UDP,192.168.19.182,10.164.76.114,9,10,Normal
22082,TCP,172.24.210.102,10.147.94.251,7,1,Normal
16141,UDP,172.23.148.19,192.168.66.211,9,4,Normal
8448,TCP,10.254.0.15,137.169.252.238,11,11,Normal
12500,TCP,172.21.44.207,10.183.114.94,14,12,Normal
19775,TCP,172.28.54.88,10.0.246.3,11,11,Normal
12528,TCP,10.173.62.162,172.25.220.129,36,26,Attack
11062,TCP,10.155.153.21,192.168.79.136,11,12,Normal
18990,TCP,69.30.113.183,247.64.123.203,8,10,Normal
24959,UDP,172.23.42.252,192.168.186.44,6,4,Normal
15275,TCP,10.55.61.18,192.168.34.223,17,11,Normal
20352,TCP,67.45.115.98,172.23.90.158,13,6,Normal
24972,TCP,172.18.16.211,192.168.121.166,10,12,Normal
17713,TCP,192.168.136.217,10.244.79.249,13,20,Normal
23781,TCP,208.191.252.110,10.91.130.168,13,7,Normal
19346,TCP,10.96.111.2,192.168.51.50,9,6,Normal
20157,TCP,104.20.78.42,102.33.80.251,8,10,Normal
4585,UDP,32.8.109.89,10.142.88.204,6,9,Normal
23152,UDP,10.60.88.86,172.23.125.250,10,8,Normal
33673,TCP,192.168.226.18,139.147.191.89,10,13,Normal
54587,TCP,172.30.21.234,172.22.126.103,16,16,Normal
40311,UDP,172.21.176.76,192.168.223.74,6,6,Normal
7935,ICMP,10.182.41.17,172.27.120.137,2,4,Normal
64013,TCP,10.22.105.114,10.187.219.164,36,45,Attack
14093,UDP,212.49.106.12,172.27.186.31,8,8,Normal
49788,UDP,192.168.17.205,10.175.238.113,19,20,Attack
55298,UDP,192.168.127.255,192.168.41.78,22,25,Attack
20387,TCP,10.206.55.46,192.168.165.207,13,7,Normal
31841,TCP,10.20.1.151,98.47.250.221,48,30,Attack
16402,TCP,192.168.155.173,172.26.152.196,7,11,Normal
37232,TCP,10.177.86.128,192.168.182.145,9,9,Normal
11532,TCP,199.183.134.126,172.28.162.156,12,1,Normal
33471,TCP,10.189.17.119,10.43.201.45,9,13,Normal
7778,TCP,10.172.220.27,10.177.204.29,11,2,Normal
15264,TCP,172.18.130.219,172.30.165.10,11,11,Normal
33197,UDP,48.187.45.105,192.168.205.206,7,5,Normal
19458,TCP,192.168.227.29,192.168.185.159,9,12,Normal
13667,TCP,172.29.111.117,10.32.133.86,8,12,Normal
14008,UDP,10.98.184.85,244.105.99.174,7,9,Normal
6285,UDP,192.168.201.96,172.24.149.116,6,3,Normal
11771,ICMP,192.168.108.232,10.120.18.184,3,2,Normal
33941,UDP,172.25.92.211,192.168.237.240,9,8,Normal
19946,UDP,10.193.246.48,10.47.87.103,11,10,Attack
11120,TCP,192.168.115.247,77.59.83.215,18,11,Normal
5861,TCP,192.168.252.160,192.168.42.162,9,2,Normal
8284,TCP,192.168.59.97,192.168.88.39,6,6,Normal
24338,TCP,192.168.176.126,172.17.104.102,9,11,Normal
6097,UDP,172.22.55.187,10.118.188.122,3,4,Normal
14920,TCP,10.228.33.163,192.168.108.149,5,8,Normal
33553,TCP,192.168.155.144,120.79.107.214,23,14,Normal
13982,TCP,172.17.186.65,107.76.143.246,14,7,Normal
30908,TCP,172.21.224.166,192.168.41.89,6,9,Normal
10728,TCP,10.62.156.172,192.168.146.153,4,12,Normal
23753,TCP,172.16.25.165,172.31.97.179,11,9,Normal
14083,UDP,192.168.30.130,10.173.38.25,2,6,Normal
15238,TCP,172.16.18.117,10.84.116.153,10,6,Normal
16610,UDP,192.168.238.102,10.114.120.55,8,5,Normal
38477,TCP,192.168.24.161,172.29.125.167,13,12,Normal
16120,TCP,96.143.242.100,172.31.117.41,6,10,Normal
23188,TCP,192.168.76.212,172.23.168.75,12,14,Normal
21161,UDP,10.102.115.184,174.54.45.19,10,5,Normal
8564,TCP,192.168.115.195,192.168.209.224,9,10,Normal
6630,UDP,172.26.221.222,195.0.62.193,4,3,Normal
6798,TCP,192.168.15.202,247.5.129.251,9,0,Normal
8315,TCP,38.73.77.165,10.17.252.44,24,26,Attack
19490,UDP,10.98.31.183,172.19.37.176,16,4,Normal
18147,TCP,172.19.229.38,10.244.151.175,15,9,Normal
5856,TCP,10.144.245.215,172.24.158.233,47,17,Attack
4731,ICMP,10.141.53.3,215.62.250.216,1,3,Normal
23041,TCP,192.168.241.1,10.77.88.224,5,15,Normal
10090,TCP,172.31.97.24,10.102.106.225,10,6,Normal
16286,TCP,10.0.150.13,172.16.96.149,9,16,Normal
14205,TCP,192.168.211.205,172.26.186.115,8,8,Normal
40073,UDP,10.160.24.49,192.168.125.114,11,7,Normal
36766,UDP,192.168.37.79,172.18.222.218,14,8,Normal
26286,TCP,192.168.62.66,192.168.80.241,8,15,Normal
14646,UDP,192.168.221.236,10.104.118.187,1,7,Normal
15798,TCP,192.168.200.28,111.223.183.164,8,12,Normal
25050,TCP,192.168.254.97,42.232.100.155,21,3,Normal
52735,TCP,172.22.215.63,10.14.111.139,54,40,Attack
8771,ICMP,192.168.160.8,10.87.183.49,3,1,Normal
21166,TCP,10.186.144.21,10.119.117.180,11,6,Normal
26872,TCP,10.33.127.11,192.168.160.37,14,4,Normal
11460,TCP,74.135.137.13,192.168.107.47,9,12,Normal
31607,UDP,192.168.115.147,192.168.29.132,5,5,Normal
22096,TCP,192.168.88.187,172.27.123.190,7,11,Normal
20931,TCP,192.168.117.179,172.17.132.63,11,7,Normal
11091,UDP,172.26.162.230,33.1.84.108,5,6,Normal
10773,TCP,10.55.8.234,10.243.158.26,6,9,Normal
61488,TCP,172.28.23.112,192.168.110.244,40,31,Attack
12363,TCP,10.1.188.150,172.20.97.106,9,12,Normal
14481,TCP,192.168.128.152,10.32.15.119,16,12,Normal
6793,TCP,190.196.126.92,192.168.40.45,13,4,Normal
21613,UDP,172.28.206.85,192.168.136.218,13,6,Normal
23624,TCP,192.168.106.79,10.199.45.134,13,7,Normal
28519,TCP,192.168.13.115,10.51.153.135,10,14,Normal
39772,ICMP,172.17.173.17,172.26.3.67,3,1,Normal
17483,TCP,151.13.91.40,192.168.36.253,19,5,Normal
20932,TCP,139.46.108.137,109.143.41.135,3,2,Normal
15366,UDP,192.168.160.242,10.148.84.223,10,4,Normal
37490,TCP,172.24.166.55,59.64.50.18,11,14,Normal
11615,UDP,192.168.238.112,192.168.244.224,9,3,Normal
16032,UDP,255.157.211.181,11.58.12.131,13,5,Normal
40376,TCP,10.219.224.57,192.168.16.251,11,7,Normal
31602,TCP,172.28.42.148,88.39.145.124,6,10,Normal
13899,TCP,10.118.219.44,41.224.94.200,5,9,Normal
24682,TCP,192.168.243.134,224.191.106.193,19,13,Normal
4674,TCP,172.25.125.152,10.123.153.233,12,5,Normal
20363,TCP,192.168.96.14,192.168.117.95,11,6,Normal
29064,UDP,10.164.142.169,192.168.78.70,12,4,Normal
18874,UDP,192.168.210.184,192.168.22.172,5,5,Normal
19626,UDP,10.175.95.181,192.168.170.134,5,6,Normal
7553,TCP,192.168.168.213,10.143.56.247,20,10,Normal
11182,TCP,6.181.238.24,172.22.195.87,7,9,Normal
35740,TCP,192.168.130.173,10.132.156.218,19,64,Attack
23555,TCP,10.188.202.200,10.148.233.197,20,14,Normal
16275,UDP,172.22.91.3,10.67.126.17,10,5,Normal
8990,TCP,10.232.185.10,90.110.50.121,11,9,Normal
26519,TCP,120.78.183.42,10.51.218.119,23,9,Normal
33502,UDP,172.23.169.230,192.168.231.228,6,5,Normal
4004,TCP,192.168.14.232,172.25.143.168,14,0,Normal
11162,TCP,10.98.161.234,10.174.137.215,13,0,Normal
26641,TCP,192.168.20.86,172.17.93.63,19,3,Normal
5686,TCP,10.188.156.254,31.210.180.82,8,2,Normal
28125,UDP,10.20.141.108,10.229.81.95,13,5,Normal
34030,TCP,172.28.156.15,10.101.104.55,22,17,Normal
16796,UDP,192.168.74.22,172.26.3.141,11,2,Normal
8841,UDP,192.168.137.145,192.168.89.51,8,9,Normal
56591,UDP,10.14.99.147,172.27.54.2,9,5,Normal
19764,TCP,172.20.27.132,172.24.185.83,13,11,Normal
5705,TCP,60.14.229.114,192.168.84.118,4,7,Normal
14113,UDP,10.237.198.140,192.168.57.85,25,20,Attack
13445,TCP,192.168.46.248,172.31.190.8,13,8,Normal
7771,TCP,10.69.22.146,172.19.35.19,11,6,Normal
12978,UDP,192.168.24.62,108.79.105.3,7,8,Normal
15922,TCP,192.168.192.206,172.27.177.79,23,5,Normal
13216,UDP,10.250.121.171,172.30.236.125,12,6,Normal
6294,UDP,10.90.189.3,126.33.157.245,2,5,Normal
13293,UDP,192.168.128.9,172.26.171.137,7,5,Normal
26532,TCP,120.163.8.244,192.168.66.238,17,17,Normal
49149,UDP,192.168.78.219,97.179.131.55,12,6,Normal
12200,TCP,104.196.240.168,234.230.173.160,13,18,Normal
13646,UDP,172.24.137.201,172.29.24.180,4,8,Normal
9276,UDP,192.168.105.170,192.168.152.183,4,2,Normal
15631,UDP,192.168.100.73,192.168.109.40,10,2,Normal
18775,TCP,4.174.57.63,10.189.233.212,10,15,Normal
26254,TCP,137.85.173.216,101.171.244.161,7,17,Normal
27907,TCP,192.168.89.226,10.252.172.185,1,14,Normal
22171,TCP,172.22.60.220,172.19.58.94,5,9,Normal
15732,TCP,55.105.8.115,10.9.32.219,13,8,Normal
32262,TCP,48.6.105.3,10.95.125.236,10,4,Normal
22347,TCP,172.25.201.193,246.226.66.103,18,5,Normal
30373,UDP,172.24.223.55,10.20.199.63,4,5,Normal
14836,UDP,172.26.123.5,172.23.55.224,5,8,Normal
13627,TCP,192.168.149.26,10.126.115.252,9,9,Normal
22958,UDP,192.168.163.19,192.168.51.54,20,20,Attack
8293,TCP,10.45.255.129,144.24.212.80,9,3,Normal
28420,TCP,192.168.116.254,192.168.28.82,8,14,Normal
15379,TCP,192.168.172.49,192.168.146.37,13,8,Normal
24640,UDP,10.191.185.203,10.22.155.71,8,5,Normal
2042,ICMP,192.168.28.67,172.31.22.112,3,2,Normal
6487,UDP,10.60.105.130,10.151.30.102,7,8,Normal
28137,UDP,172.18.25.141,10.2.76.134,11,3,Normal
8743,ICMP,192.168.253.227,10.84.167.76,1,4,Normal
20394,TCP,192.168.76.108,172.27.253.112,15,16,Normal
27558,TCP,41.176.148.84,192.168.30.254,16,11,Normal
10616,TCP,192.168.129.239,10.235.214.246,5,15,Attack
16264,ICMP,192.168.63.185,172.22.227.95,3,1,Normal
14660,TCP,192.168.128.102,10.211.53.238,11,13,Normal
40471,TCP,172.30.247.34,192.168.195.102,12,11,Normal
22308,UDP,192.168.88.143,10.179.36.71,12,9,Normal
32308,TCP,172.18.198.22,192.168.149.78,11,15,Normal
11096,UDP,11.244.217.191,172.23.204.118,4,6,Normal
10929,TCP,172.18.164.238,172.31.156.4,14,9,Normal
24595,ICMP,172.21.108.40,10.228.10.139,7,3,Attack
6761,UDP,10.130.181.73,172.21.58.150,7,2,Normal
22559,TCP,192.168.110.244,192.168.180.100,11,10,Normal
10838,UDP,192.168.200.28,192.168.204.97,10,3,Normal
43584,TCP,172.25.246.219,172.16.127.171,13,12,Normal
14889,TCP,174.123.205.49,10.232.209.219,11,11,Normal
42037,TCP,10.221.191.126,10.21.105.19,13,0,Normal
11271,UDP,192.168.208.229,12.192.206.188,5,11,Normal
18983,TCP,192.168.85.119,10.214.53.255,15,7,Normal
13003,TCP,172.16.99.251,99.251.159.63,13,12,Normal
16522,UDP,0.243.193.153,192.168.27.46,12,5,Normal
40801,TCP,10.249.29.52,172.27.87.17,30,24,Attack
50269,TCP,10.231.104.47,222.46.131.157,9,7,Normal
14033,TCP,243.211.241.189,192.168.198.3,12,8,Normal
26437,TCP,145.93.65.62,10.98.103.24,11,17,Normal
20493,UDP,172.24.97.138,172.16.223.108,12,17,Attack
13664,TCP,10.49.187.196,10.186.225.188,6,13,Normal
37166,TCP,192.168.65.189,172.30.107.54,17,6,Normal
15052,UDP,172.19.166.26,192.168.13.23,5,7,Normal
19833,TCP,172.26.134.239,172.19.144.8,10,15,Normal
28108,UDP,172.30.76.218,192.168.15.84,4,8,Normal
15613,TCP,23.76.8.72,172.20.38.196,22,11,Normal
14276,UDP,192.168.168.112,10.37.246.216,5,4,Normal
28052,UDP,52.172.245.170,10.6.250.118,7,7,Normal
21473,UDP,172.18.108.63,10.203.201.110,3,5,Normal
29519,TCP,192.168.146.215,172.25.251.84,12,16,Normal
43052,TCP,172.16.54.115,58.82.37.167,20,9,Normal
29445,UDP,172.18.204.225,54.109.69.204,4,6,Normal
10846,TCP,192.168.82.116,10.186.160.237,12,14,Normal
34823,TCP,172.28.42.117,29.14.148.138,9,6,Normal
17194,TCP,10.50.78.254,10.86.235.132,11,8,Normal
8456,ICMP,10.199.62.160,172.27.101.107,6,3,Attack
6120,UDP,56.55.134.154,10.62.30.22,3,7,Normal
50865,TCP,172.17.178.231,192.168.126.40,44,20,Attack
15236,UDP,192.168.252.6,10.187.11.150,10,1,Normal
19877,TCP,10.176.6.243,172.24.182.9,10,10,Normal
29420,TCP,10.107.38.151,46.219.225.212,17,7,Normal
37530,TCP,172.18.61.217,172.18.253.66,17,7,Normal
55799,TCP,172.31.197.13,172.19.120.102,15,16,Normal
19984,TCP,28.241.116.233,172.24.231.108,7,10,Normal
8882,UDP,10.10.147.56,172.22.227.222,9,3,Normal
11204,UDP,10.24.181.44,172.29.11.24,9,4,Normal
28012,TCP,192.168.15.31,10.147.235.241,7,8,Normal
34471,TCP,192.168.217.12,142.211.32.157,9,13,Normal
45203,TCP,76.95.208.56,10.31.82.64,11,19,Normal
19128,ICMP,192.168.235.91,10.68.115.87,2,2,Normal
6424,UDP,192.168.226.31,192.168.86.76,7,2,Normal
27377,UDP,192.168.200.233,10.68.154.94,13,6,Normal
20239,TCP,188.136.152.226,146.6.215.235,8,11,Normal
15638,TCP,172.19.104.145,192.168.214.80,16,6,Normal
19100,TCP,172.22.180.102,172.30.139.111,12,14,Normal
31124,TCP,172.18.181.120,203.24.111.179,12,12,Normal
17926,TCP,10.76.218.81,45.199.29.111,10,3,Normal
7736,TCP,134.122.58.148,10.125.138.130,10,7,Normal
9685,ICMP,172.30.90.31,10.98.239.52,2,1,Normal
34048,TCP,172.16.39.180,5.47.120.114,12,8,Normal
19024,TCP,192.168.166.221,192.168.78.205,15,12,Normal
15816,UDP,10.177.0.175,192.168.7.82,5,9,Normal
5785,TCP,10.94.81.114,44.87.56.34,8,5,Normal
16232,UDP,239.145.34.127,172.28.223.158,11,4,Normal
14632,TCP,192.168.190.28,192.168.72.205,12,4,Normal
38581,UDP,172.29.212.113,192.168.81.139,6,5,Normal
19173,TCP,172.23.54.158,10.27.177.150,10,7,Normal
12369,TCP,192.168.6.58,172.28.101.54,12,13,Normal
4269,UDP,10.110.116.102,10.41.117.43,4,0,Normal
34860,TCP,192.168.216.218,172.20.116.123,17,7,Normal
25980,TCP,172.31.234.28,10.118.31.132,9,7,Normal
16700,TCP,10.222.132.158,10.250.220.63,5,8,Normal
7445,TCP,192.168.27.30,172.23.15.139,10,11,Normal
16912,UDP,172.30.164.39,172.20.246.138,6,0,Normal
18145,TCP,172.22.66.118,10.96.100.244,5,14,Normal
13465,TCP,192.168.54.63,10.215.125.45,7,12,Normal
47374,TCP,10.119.91.151,172.30.59.120,8,13,Normal
24484,UDP,10.173.52.15,10.183.173.51,8,2,Normal
3325,TCP,10.125.31.73,172.30.84.228,6,4,Normal
14847,TCP,10.155.82.83,192.168.83.108,16,4,Normal
13095,UDP,172.19.41.128,10.245.183.103,6,5,Normal
20677,TCP,79.225.0.129,192.168.56.115,13,8,Normal
3006,UDP,10.235.18.110,123.196.102.77,2,3,Normal
10823,TCP,10.234.194.27,192.168.26.152,6,0,Normal
14975,TCP,76.149.104.104,172.22.68.179,14,12,Normal
18793,TCP,192.168.62.103,192.168.124.178,6,15,Normal
22518,UDP,172.22.43.150,192.168.131.71,7,8,Normal
28477,TCP,10.253.141.214,192.168.241.57,15,9,Normal
11177,TCP,172.23.58.92,10.94.186.140,2,10,Normal
31781,TCP,10.249.44.184,252.82.39.143,14,7,Normal
14261,TCP,10.45.145.52,10.88.170.105,12,9,Normal
10713,TCP,122.106.163.213,172.25.146.47,7,9,Normal
10897,TCP,192.168.230.178,172.18.69.17,9,11,Normal
17123,TCP,172.25.110.68,10.45.193.42,9,7,Normal
22607,TCP,192.168.170.42,10.247.154.97,4,18,Normal
12169,TCP,10.77.24.60,192.168.14.5,9,5,Normal
16237,TCP,10.36.147.55,192.168.111.200,14,10,Normal
10820,TCP,192.168.67.127,10.226.73.26,14,12,Normal
10598,TCP,101.247.240.81,172.31.173.203,17,5,Normal
30285,TCP,10.75.117.130,172.27.183.203,12,3,Normal
32209,TCP,239.247.45.105,192.193.61.22,10,12,Normal
41387,TCP,32.101.43.226,192.168.205.52,25,56,Attack
28558,TCP,10.105.221.16,10.36.183.33,12,2,Normal
28585,TCP,10.94.186.213,10.165.180.65,15,18,Normal
10834,UDP,10.52.57.116,10.131.193.228,1,7,Normal
16415,TCP,172.18.39.39,10.35.217.46,7,9,Normal
26887,UDP,192.168.149.114,192.168.51.172,3,8,Normal
24333,TCP,10.13.254.165,172.25.195.61,10,14,Normal
9723,UDP,172.25.4.96,172.17.82.91,4,5,Normal
11694,TCP,10.173.118.142,192.168.200.144,1,20,Normal
27001,TCP,192.168.53.109,130.96.95.136,21,18,Normal
31653,TCP,172.18.91.6,130.214.75.54,19,7,Normal
11762,UDP,192.168.166.157,172.29.78.108,7,6,Normal
10180,TCP,192.168.13.47,192.168.171.73,13,5,Normal
13847,TCP,10.114.52.201,192.168.118.252,6,4,Normal
13901,TCP,10.116.43.1,10.110.185.109,9,8,Normal
10562,UDP,172.28.24.138,192.168.208.204,6,6,Normal
29634,TCP,100.98.221.38,192.168.29.152,17,19,Attack
24812,TCP,172.29.8.110,200.30.65.94,8,13,Normal
16499,TCP,10.221.60.50,192.168.84.144,12,11,Normal
22928,UDP,100.237.72.74,192.168.97.94,5,6,Normal
29124,TCP,192.168.38.25,10.192.97.122,8,7,Normal
10346,TCP,10.253.240.5,143.36.145.20,13,7,Normal
6273,ICMP,10.199.34.206,10.100.240.44,2,1,Normal
10240,TCP,247.181.193.0,192.168.157.81,6,7,Normal
15403,TCP,172.26.41.12,192.168.32.129,9,8,Normal
22526,TCP,172.24.88.68,63.41.76.79,3,7,Normal
18651,TCP,172.30.23.185,192.168.201.46,16,11,Normal
22721,TCP,180.251.19.107,172.23.110.120,10,5,Normal
18463,TCP,172.25.16.73,172.28.73.56,12,13,Normal
12750,UDP,10.32.161.64,172.29.47.86,12,4,Normal
13294,UDP,10.34.84.224,101.136.24.254,4,7,Normal
24479,TCP,172.20.89.27,203.34.199.253,13,10,Normal
4066,TCP,110.235.161.99,144.251.113.51,8,4,Normal
14871,TCP,172.21.181.68,192.168.115.227,15,13,Normal
20334,UDP,192.168.170.37,207.2.5.55,6,10,Normal
16151,TCP,51.115.65.177,172.19.225.182,13,9,Normal
5542,TCP,172.17.164.249,172.28.188.91,6,3,Normal
14621,TCP,192.168.146.238,41.230.79.153,9,11,Normal
21049,TCP,192.168.213.232,53.214.255.19,23,10,Normal
20691,TCP,172.19.148.81,192.168.105.173,14,6,Normal
9625,UDP,192.168.25.209,39.144.135.62,8,6,Normal
15102,TCP,172.17.177.240,192.168.149.18,7,15,Normal
14656,UDP,192.168.152.208,243.57.33.6,7,8,Normal
13853,TCP,172.17.49.175,131.81.147.172,12,8,Normal
7857,UDP,192.168.232.215,192.168.225.94,5,5,Normal
23555,UDP,10.117.43.47,10.136.233.255,12,3,Normal
4974,ICMP,10.231.12.58,10.62.24.39,3,1,Normal
23013,TCP,192.168.230.197,10.194.54.150,14,10,Normal
18136,TCP,192.168.250.71,172.24.55.53,5,10,Normal
32475,TCP,10.68.40.17,10.255.51.80,22,11,Normal
28980,TCP,172.28.219.218,10.172.81.15,54,33,Attack
21772,TCP,252.199.108.239,192.168.135.64,15,7,Normal
20567,ICMP,10.66.35.77,175.40.170.151,2,2,Normal
16829,ICMP,10.81.40.68,10.12.14.235,2,3,Normal
21600,TCP,192.168.77.72,10.163.48.182,7,10,Normal
26064,TCP,247.192.11.160,172.29.82.81,10,20,Normal
32969,UDP,172.24.120.237,172.31.179.14,6,7,Normal
10509,UDP,154.98.208.178,192.168.235.158,4,7,Attack
31867,TCP,192.168.27.29,192.168.47.218,13,8,Normal
41159,TCP,10.70.179.131,192.168.56.158,36,26,Attack
5419,UDP,192.168.74.93,192.168.227.236,7,1,Normal
25860,TCP,192.168.91.225,172.18.236.56,11,9,Normal
36750,TCP,172.20.74.125,10.158.4.152,57,40,Attack
9609,ICMP,98.254.105.52,10.13.13.24,1,1,Normal
16290,ICMP,10.16.9.204,78.56.90.179,5,2,Normal
13868,UDP,47.100.244.60,61.61.139.7,9,4,Normal
18156,UDP,192.168.222.133,192.168.166.156,10,2,Normal
17417,TCP,192.168.12.112,192.168.39.241,9,11,Normal
14890,TCP,252.48.140.118,192.168.99.60,14,10,Normal
6719,TCP,10.94.253.0,10.224.162.125,13,10,Normal
41406,TCP,192.168.168.201,129.31.220.7,10,15,Normal
35152,TCP,192.168.133.194,10.44.94.104,20,9,Normal
19610,TCP,110.161.149.164,10.153.36.208,6,9,Normal
10823,TCP,172.30.229.183,10.47.24.195,12,1,Normal
7923,UDP,172.28.182.141,192.168.42.187,12,4,Normal
16596,TCP,10.137.104.143,192.168.49.97,8,8,Normal
21165,TCP,172.25.33.155,10.136.104.68,9,10,Normal
32720,TCP,192.168.255.83,172.19.23.177,15,15,Normal
13261,TCP,82.251.59.178,10.212.85.85,15,6,Normal
23561,UDP,172.25.243.24,172.30.167.205,7,6,Normal
12052,TCP,10.13.132.178,172.28.54.226,13,11,Normal
10117,TCP,10.57.8.7,248.0.148.221,12,9,Normal
29615,UDP,192.168.167.170,172.24.142.26,27,14,Attack
28530,TCP,192.168.248.19,172.31.128.1,16,13,Normal
8616,TCP,172.20.199.230,10.63.234.99,18,10,Normal
12132,TCP,57.33.70.43,172.23.206.101,18,8,Normal
19317,TCP,172.20.175.149,242.48.51.169,13,13,Normal
21782,TCP,178.35.70.80,10.167.43.84,7,8,Normal
30299,TCP,192.168.20.231,192.168.160.76,8,9,Normal
25671,TCP,114.184.75.218,10.53.42.101,31,31,Attack
21965,TCP,10.84.167.113,172.17.158.38,11,8,Normal
17252,TCP,172.31.95.240,10.107.0.191,12,7,Normal
22286,TCP,201.44.5.104,10.20.125.139,7,5,Normal
40825,UDP,10.157.81.221,172.23.22.21,2,4,Normal
12496,TCP,172.20.229.32,172.28.242.86,14,9,Normal
15518,TCP,136.90.46.75,10.34.235.36,12,8,Normal
49894,TCP,172.20.16.71,46.52.51.128,70,31,Attack
21200,TCP,218.186.120.123,172.29.189.34,9,5,Normal
24317,TCP,172.28.6.225,192.168.207.144,67,13,Attack
14032,UDP,10.1.184.141,19.70.61.4,5,4,Normal
14103,UDP,10.218.219.93,192.168.239.102,7,6,Normal
6922,TCP,10.33.115.132,10.189.218.143,41,25,Attack
43321,TCP,10.104.7.47,10.209.203.189,17,52,Attack
24842,UDP,10.58.225.78,192.168.184.222,8,7,Normal
12954,TCP,192.168.159.141,66.184.60.12,8,8,Normal
23881,TCP,192.168.25.8,172.30.32.116,17,1,Normal
20711,TCP,172.28.192.241,192.168.37.121,15,9,Normal
19774,TCP,10.43.79.248,192.168.243.130,13,16,Normal
3460,UDP,192.168.85.88,192.168.249.70,6,0,Normal
13506,TCP,172.31.67.89,10.90.127.66,6,10,Normal
4629,ICMP,192.168.155.170,192.168.126.252,4,1,Normal
26607,TCP,192.168.156.42,192.168.163.224,19,0,Normal
12093,TCP,192.168.238.145,172.16.140.183,9,14,Normal
23188,TCP,192.168.200.51,33.75.124.120,16,2,Normal
43310,TCP,192.168.148.52,172.21.70.224,26,28,Attack
18107,TCP,96.151.144.215,172.29.104.105,8,14,Normal
17572,TCP,172.24.193.98,56.12.111.48,12,4,Normal
14667,TCP,224.64.133.151,172.30.184.181,14,12,Normal
11585,UDP,10.50.34.113,151.69.76.250,4,3,Normal
19732,TCP,192.168.254.216,192.168.172.124,8,15,Normal
23534,TCP,172.21.75.99,10.139.144.176,11,1,Normal
33598,TCP,192.168.16.125,172.18.212.157,6,12,Normal
27215,TCP,10.38.31.166,10.173.223.40,10,5,Normal
30674,UDP,172.27.142.45,10.117.216.175,6,8,Normal
6714,UDP,192.168.43.37,172.30.131.126,14,5,Normal
24390,UDP,192.168.82.205,10.236.97.234,23,14,Attack
18666,TCP,10.80.198.177,151.128.147.172,13,6,Normal
9421,TCP,172.27.3.100,10.184.70.92,18,8,Normal
17407,TCP,172.19.129.155,192.168.162.176,6,6,Normal
29037,TCP,10.84.212.124,192.168.216.105,15,7,Normal
